student_id,course_name,course_id,final_result,score,letter_grade
1003,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1003,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1003,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1003,HISTORY OF CIVILIZATION,HIST100,Pass,71,C
1003,DISCRETE MATHEMATICS,MATH122,Fail,68,D
1003,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1003,CALCULUS-II,MATH102,Pass,67,D
1003,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1003,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Pass,83,B
1003,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1003,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1003,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1003,VISUAL PROGRAMMING,CMPE214,Withdrawn,60,D
1003,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1003,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Pass,73,C
1003,INTRODUCTION TO DATA SCIENCE,AIEN202,Fail,75,C
1003,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Withdrawn,74,C
1003,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1003,OPERATING SYSTEMS,CMPE351,Withdrawn,63,D
1003,SIGNALS & SYSTEMS,EELE321,Distinction,84,B
1003,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1003,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Fail,76,C
1003,SIGNAL AND IMAGE PROCESSING,CMPE326,Fail,85,B
1003,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1003,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Pass,57,F
1003,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1003,MACHINE LEARNING,AIEN302,Pass,80,B
1003,ROBOTICS,EELE411,Pass,81,B
1003,PROJECT MANAGEMENT,ENGI401,Distinction,66,D
1003,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Withdrawn,74,C
1003,AREA ELECTIVE (ETHICS),INDE335,Pass,76,C
1003,SUMMER TRAINING,AIEN300,Pass,72,C
1003,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1003,CAPSTONE PROJECT,ENGI402,Fail,75,C
1003,NATURAL LANGUAGE PROCESSING,AIEN422,Distinction,69,D
1003,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1003,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Pass,63,D
1003,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Fail,87,B
1003,0,0,Fail,#N/A,#N/A
1004,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1004,GENERAL PHYSICS-I,PHYS101,Withdrawn,70,C
1004,TURKISH,TURK100,Pass,#N/A,Pass
1004,LINEAR ALGEBRA,MATH121,Pass,72,C
1004,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Pass,69,D
1004,CALCULUS-I,MATH101,Pass,79,C
1004,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1004,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1004,GENERAL PHYSICS-II,PHYS102,Distinction,72,C
1004,HISTORY OF CIVILIZATION,HIST100,Pass,71,C
1004,DISCRETE MATHEMATICS,MATH122,Pass,68,D
1004,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1004,CALCULUS-II,MATH102,Pass,67,D
1004,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1004,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Pass,83,B
1004,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1004,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Withdrawn,59,F
1004,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1004,VISUAL PROGRAMMING,CMPE214,Pass,60,D
1004,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1004,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Fail,73,C
1004,INTRODUCTION TO DATA SCIENCE,AIEN202,Withdrawn,75,C
1004,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Withdrawn,74,C
1004,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1004,OPERATING SYSTEMS,CMPE351,Pass,63,D
1004,SIGNALS & SYSTEMS,EELE321,Fail,84,B
1004,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Withdrawn,80,B
1004,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Pass,76,C
1004,SIGNAL AND IMAGE PROCESSING,CMPE326,Pass,85,B
1004,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1004,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Fail,57,F
1004,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1004,MACHINE LEARNING,AIEN302,Distinction,80,B
1004,ROBOTICS,EELE411,Pass,81,B
1004,PROJECT MANAGEMENT,ENGI401,Fail,66,D
1004,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1004,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1004,SUMMER TRAINING,AIEN300,Fail,72,C
1004,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Fail,73,C
1004,CAPSTONE PROJECT,ENGI402,Pass,75,C
1004,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1004,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1004,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Pass,63,D
1004,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Fail,87,B
1004,0,0,Pass,#N/A,#N/A
1005,READING AND WRITING SKILLS-I,ENGL141,Distinction,78,C
1005,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1005,TURKISH,TURK100,Pass,#N/A,Pass
1005,LINEAR ALGEBRA,MATH121,Pass,72,C
1005,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Pass,69,D
1005,CALCULUS-I,MATH101,Pass,79,C
1005,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1005,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1005,GENERAL PHYSICS-II,PHYS102,Withdrawn,72,C
1005,HISTORY OF CIVILIZATION,HIST100,Fail,71,C
1005,DISCRETE MATHEMATICS,MATH122,Pass,68,D
1005,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1005,CALCULUS-II,MATH102,Pass,67,D
1005,DIGITAL LOGIC DESIGN,CMPE221,Fail,73,C
1005,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Pass,83,B
1005,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1005,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1005,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1005,VISUAL PROGRAMMING,CMPE214,Withdrawn,60,D
1005,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1005,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Withdrawn,73,C
1005,INTRODUCTION TO DATA SCIENCE,AIEN202,Fail,75,C
1005,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1005,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1005,OPERATING SYSTEMS,CMPE351,Pass,63,D
1005,SIGNALS & SYSTEMS,EELE321,Withdrawn,84,B
1005,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Distinction,80,B
1005,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Withdrawn,76,C
1005,SIGNAL AND IMAGE PROCESSING,CMPE326,Pass,85,B
1005,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Fail,67,D
1005,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Pass,57,F
1005,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1005,MACHINE LEARNING,AIEN302,Pass,80,B
1005,ROBOTICS,EELE411,Pass,81,B
1005,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1005,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1005,AREA ELECTIVE (ETHICS),INDE335,Fail,76,C
1005,SUMMER TRAINING,AIEN300,Withdrawn,72,C
1005,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1005,CAPSTONE PROJECT,ENGI402,Pass,75,C
1005,NATURAL LANGUAGE PROCESSING,AIEN422,Fail,69,D
1005,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1005,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Pass,63,D
1005,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Withdrawn,87,B
1005,0,0,Fail,#N/A,#N/A
1006,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1006,GENERAL PHYSICS-I,PHYS101,Distinction,70,C
1006,TURKISH,TURK100,Withdrawn,#N/A,Withdrawn
1006,LINEAR ALGEBRA,MATH121,Pass,72,C
1006,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Distinction,69,D
1006,CALCULUS-I,MATH101,Pass,79,C
1006,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1006,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1006,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1006,HISTORY OF CIVILIZATION,HIST100,Withdrawn,71,C
1006,DISCRETE MATHEMATICS,MATH122,Pass,68,D
1006,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1006,CALCULUS-II,MATH102,Pass,67,D
1006,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1006,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Withdrawn,83,B
1006,DIFFERENTIAL EQUATIONS,MATH203,Fail,66,D
1006,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1006,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Fail,82,B
1006,VISUAL PROGRAMMING,CMPE214,Withdrawn,60,D
1006,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1006,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Fail,73,C
1006,INTRODUCTION TO DATA SCIENCE,AIEN202,Pass,75,C
1006,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1006,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Pass,62,D
1006,OPERATING SYSTEMS,CMPE351,Fail,63,D
1006,SIGNALS & SYSTEMS,EELE321,Distinction,84,B
1006,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1006,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Withdrawn,76,C
1006,SIGNAL AND IMAGE PROCESSING,CMPE326,Pass,85,B
1006,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1006,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Withdrawn,57,F
1006,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Withdrawn,66,D
1006,MACHINE LEARNING,AIEN302,Pass,80,B
1006,ROBOTICS,EELE411,Pass,81,B
1006,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1006,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1006,AREA ELECTIVE (ETHICS),INDE335,Pass,76,C
1006,SUMMER TRAINING,AIEN300,Pass,72,C
1006,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1006,CAPSTONE PROJECT,ENGI402,Pass,75,C
1006,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1006,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1006,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Withdrawn,63,D
1006,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Pass,87,B
1006,0,0,Pass,#N/A,#N/A
1007,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1007,GENERAL PHYSICS-I,PHYS101,Pass,70,C
1007,TURKISH,TURK100,Fail,#N/A,Fail
1007,LINEAR ALGEBRA,MATH121,Withdrawn,72,C
1007,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Withdrawn,69,D
1007,CALCULUS-I,MATH101,Pass,79,C
1007,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1007,READING AND WRITING SKILLS-II,ENGL142,Fail,72,C
1007,GENERAL PHYSICS-II,PHYS102,Pass,72,C
1007,HISTORY OF CIVILIZATION,HIST100,Distinction,71,C
1007,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1007,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1007,CALCULUS-II,MATH102,Pass,67,D
1007,DIGITAL LOGIC DESIGN,CMPE221,Withdrawn,73,C
1007,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Pass,83,B
1007,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1007,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Fail,59,F
1007,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1007,VISUAL PROGRAMMING,CMPE214,Pass,60,D
1007,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1007,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Pass,73,C
1007,INTRODUCTION TO DATA SCIENCE,AIEN202,Pass,75,C
1007,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Pass,74,C
1007,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Withdrawn,62,D
1007,OPERATING SYSTEMS,CMPE351,Pass,63,D
1007,SIGNALS & SYSTEMS,EELE321,Pass,84,B
1007,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Pass,80,B
1007,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Withdrawn,76,C
1007,SIGNAL AND IMAGE PROCESSING,CMPE326,Withdrawn,85,B
1007,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Withdrawn,67,D
1007,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Pass,57,F
1007,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Distinction,66,D
1007,MACHINE LEARNING,AIEN302,Fail,80,B
1007,ROBOTICS,EELE411,Fail,81,B
1007,PROJECT MANAGEMENT,ENGI401,Fail,66,D
1007,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Withdrawn,74,C
1007,AREA ELECTIVE (ETHICS),INDE335,Pass,76,C
1007,SUMMER TRAINING,AIEN300,Withdrawn,72,C
1007,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1007,CAPSTONE PROJECT,ENGI402,Pass,75,C
1007,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1007,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Withdrawn,85,B
1007,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Fail,63,D
1007,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Withdrawn,87,B
1007,0,0,Distinction,#N/A,#N/A
1008,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1008,GENERAL PHYSICS-I,PHYS101,Withdrawn,70,C
1008,TURKISH,TURK100,Pass,#N/A,Pass
1008,LINEAR ALGEBRA,MATH121,Pass,72,C
1008,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Fail,69,D
1008,CALCULUS-I,MATH101,Pass,79,C
1008,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1008,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1008,GENERAL PHYSICS-II,PHYS102,Fail,72,C
1008,HISTORY OF CIVILIZATION,HIST100,Fail,71,C
1008,DISCRETE MATHEMATICS,MATH122,Withdrawn,68,D
1008,ALGORITHMS AND PROGRAMMING,CMPE124,Pass,73,C
1008,CALCULUS-II,MATH102,Pass,67,D
1008,DIGITAL LOGIC DESIGN,CMPE221,Pass,73,C
1008,INTRODUCTION TO PROBABILITY AND STATISTICS,MATH205,Pass,83,B
1008,DIFFERENTIAL EQUATIONS,MATH203,Pass,66,D
1008,PRINCIPLES OF ARTIFICIAL INTELLIGENCE,AIEN201,Pass,59,F
1008,UNIVERSITY ELECTIVE (INTRODUCTION TO COMPUTING),CMPE101,Pass,82,B
1008,VISUAL PROGRAMMING,CMPE214,Pass,60,D
1008,FREE ELECTIVE (DATA STRUCTURES AND DATA ORGANIZATION),CMPE242,Pass,67,D
1008,FREE ELECTIVE (ENGINEERING ECONOMY),INDE232,Pass,73,C
1008,INTRODUCTION TO DATA SCIENCE,AIEN202,Pass,75,C
1008,MATHEMATICAL METHODS FOR ENGINEERS,MATH202,Distinction,74,C
1008,DATABASE MANAGEMENT SYSTEMS AND PROGRAMMING-I,CMPE343,Withdrawn,62,D
1008,OPERATING SYSTEMS,CMPE351,Pass,63,D
1008,SIGNALS & SYSTEMS,EELE321,Pass,84,B
1008,PROGRAMMING FOR ARTIFICIAL INTELLIGENCE,AIEN301,Withdrawn,80,B
1008,AREA ELECTIVE (INDUSTRIAL AUTOMATION ),ENGI415,Pass,76,C
1008,SIGNAL AND IMAGE PROCESSING,CMPE326,Pass,85,B
1008,FUNDAMENTALS OF COMPUTER NETWORKS,CMPE332,Pass,67,D
1008,FREE ELECTIVE (PHYSIOLOGICAL SIGNALS AND INSTRUMENTATION),BIME302,Pass,57,F
1008,AREA ELECTIVE (OBJECT ORIENTED PROGRAMMING),CMPE313,Pass,66,D
1008,MACHINE LEARNING,AIEN302,Pass,80,B
1008,ROBOTICS,EELE411,Withdrawn,81,B
1008,PROJECT MANAGEMENT,ENGI401,Pass,66,D
1008,FUNDAMENTALS OF NEURAL NETWORKS,AIEN421,Pass,74,C
1008,AREA ELECTIVE (ETHICS),INDE335,Withdrawn,76,C
1008,SUMMER TRAINING,AIEN300,Pass,72,C
1008,UNIVERSITY ELECTIVE (JOURNALISM CASE STUDIES),JOUR450,Pass,73,C
1008,CAPSTONE PROJECT,ENGI402,Pass,75,C
1008,NATURAL LANGUAGE PROCESSING,AIEN422,Pass,69,D
1008,AREA ELECTIVE (BIOINFORMATICS),BIOE305,Pass,85,B
1008,AREA ELECTIVE (INTRODUCTION TO HUMAN-COMPUTER INTERACTION),ISYE427,Pass,63,D
1008,UNIVERSITY ELECTIVE (FILM ANALYSIS),RTVC342,Pass,87,B
1008,0,0,Pass,#N/A,#N/A
1009,READING AND WRITING SKILLS-I,ENGL141,Pass,78,C
1009,GENERAL PHYSICS-I,PHYS101,Fail,70,C
1009,TURKISH,TURK100,Pass,#N/A,Pass
1009,LINEAR ALGEBRA,MATH121,Pass,72,C
1009,INTRODUCTION TO ARTIFICIAL INTELIGENCE ENGINEERING,AIEN100,Pass,69,D
1009,CALCULUS-I,MATH101,Pass,79,C
1009,INTRODUCTION TO PROGRAMMING,CMPE111,Pass,70,C
1009,READING AND WRITING SKILLS-II,ENGL142,Pass,72,C
1009,GENERAL PHYSICS-II,PHYS102,Distinction,72,C
